,headline,category,short_description,date,Subjectivity,Polarity,Content Subjectivity,Content Polarity
6367,U.S. Consumer Confidence Hits Nine-Month Low,MONEY,"The expectations index tumbled to 70.5 from 78.4, while the present situation index edged down to 45.8 from 45.9. The Conference",2012-08-28,0.3,0.0,0.14444444444444446,-0.07777777777777779
6368,"Foreign Tourists Charged An Automatic Tip At Restaurants In Burlington, Vermont",MONEY,"Some Hawaiian restaurants are guilty of charging foreigners an automatic tip, too. Waikiki restaurant Keoni by Keo's was",2012-08-28,0.125,-0.125,1.0,-0.5
6369,Married Gay Couples Forced To Face Tax Issues,MONEY,"(Reuters) - While most tax news in this election cycle is focusing on expiring tax cuts, what may be most revolutionary about",2012-08-28,0.3444444444444445,0.12222222222222223,0.5,0.5
6370,U.S. Home Prices Rose For Fifth Consecutive Month,MONEY,"The S&P/Case Shiller composite index of 20 metropolitan areas gained 0.9 percent on a seasonally adjusted basis, topping",2012-08-28,0.95,0.6,0.0,0.0
6371,What My Parents' Divorce Taught Me About Money,MONEY,"You should never rely on someone else to manage everything for you. Does this mean, now that I'm grown and married myself, that I regard my husband with perpetual skepticism, always under the assumption that he's about to take the money and run? Not at all.",2012-08-28,0.0,0.0,0.46875,-0.03125
6372,"Romney Family's 130-Year-Old Debt Now Worth $25,000, Says Author Who Wants Mitt Romney To Pay Up",MONEY,This is not the first time details of the Romney family saga have come to light. The prominent Mormon's family history has,2012-08-28,0.1,0.25,0.6777777777777777,0.3833333333333333
6373,3 Lessons That the Back-to-School Season Can Teach Us About Credit,MONEY,"The back-to-school season can teach us a few things about our improving our credit scores, too. Here are three lessons we can learn.",2012-08-27,0.0,0.0,0.1,-0.2
6374,How to Handle a Parent's Finances Remotely,MONEY,"Taking over an aging parent's finances is a difficult -- but important -- step to protect them from the consequences of neglecting their accounts. But once adult children have made that difficult decision, they may find that they have to deal with another obstacle: distance.",2012-08-27,0.2,-0.1,0.825,-0.125
6375,The Blame Game: Treasury Department Blames Banks for Little Foreclosure Progress,MONEY,"They face ongoing frustration in dealing with servicers while they implement their programs, time delays, lost paperwork, and stress. Add to that a lack of accountability on behalf of the banks and faulty practices like robo-signing, and homeowners are vulnerable to mistakes and wrongful practices.",2012-08-27,0.45,-0.29375,0.5,-0.5
6376,Postal Service Financial Problems: 10 Things They Don't Want You To Know,MONEY,"To continue reading, click here. 4. We're hiring our competitors to do our jobs for us. 2. Our retirees are just fine, thanks",2012-08-27,0.0,0.0,0.35,0.30833333333333335
6377,Why Millennials Aren't Spending Any Money,MONEY,"In 2009, Ford brought its new supermini, the Fiesta, over from Europe in a brave attempt to attract the attention of young",2012-08-27,0.0,0.0,0.6181818181818182,0.34545454545454546
6378,How To Fix Your Horrible Credit,MONEY,"As you have learned, one of the consequences of not paying what you owe is ""horrible credit."" However, with time your credit",2012-08-27,1.0,-1.0,1.0,-1.0
6379,What A Republican Looks Like,MONEY,Do politics drive voters' spending habits? A Scarborough Research study shows that Republicans are more likely to grab a,2012-08-27,0.0,0.0,0.75,0.25
6380,How To Not Get Audited By The IRS,MONEY,We all have to pay taxes and no one wants any trouble. Follow these three simple rules and you'll reduce your chances of,2012-08-27,0.0,0.0,0.21904761904761907,0.0
6381,Internet Tax: FCC Considers Proposal To Tax Broadband Service,MONEY,The Federal Communications Commission is eyeing a proposal to tax broadband Internet service. The move would funnel money,2012-08-27,0.0,0.0,0.0,0.0
6382,Bundesbank Bank Chief Axel Weber: Bond Buying 'Like A Drug',BUSINESS,"To avert this risk, German finance ministry officials were exploring an option where Spain or Italy would make a commitment",2012-08-26,0.0,0.0,0.0,0.0
6383,Office Romances Often Sparked By Emoticon-Laced Emails: Survey,BUSINESS,"But even though they might literally be sending the wrong message, the majority of both male and female workers say they",2012-08-26,0.0,0.0,0.3888888888888889,-0.16666666666666666
6384,Obama And Romney's Campaign Donations Visualized [INFOGRAPHIC],BUSINESS,"Romney may be catching up. After the Supreme Court's decision to uphold the Affordable Care Act, his campaign received a",2012-08-26,0.0,0.0,0.9,0.6
6385,A Flicker of Hope for Savings Account Rates,MONEY,"July's jobs report may prove to be good news for the economy. But if you want good news on bank rates anytime soon, you'll have to make it happen yourself.",2012-08-25,0.0,0.0,0.6000000000000001,0.7
6386,One Man Against The Wall Street Lobby,BUSINESS,There is a new powerful voice who knows how big banks really work and who is willing to tell the truth in great and convincing detail. Jeff Connaughton has just published a page-turning memoir that is also a damning critique of how Wall Street operates.,2012-08-25,0.0,0.0,0.6077922077922079,0.31233766233766236
6387,Bush-Era Tax Cuts Will Cost U.S. Nearly $1 Trillion Over Next Decade [GRAPHIC],BUSINESS,Keeping tax cuts for the wealthy could cost the U.S. big time. Letting the Bush-era tax cuts of 2001 and 2003 expire on schedule,2012-08-25,0.26666666666666666,0.03333333333333333,0.55,0.25
6388,Joseph Caramadre Is A Robin Hood Or Con Artist Depending On Who You Ask,BUSINESS,"At Penn Mutual, Caramadre broke sales records, becoming at age 24 one of the youngest Golden Eagles — a recognition the company",2012-08-25,0.0,0.0,0.675,0.375
6389,Different Types Of Medical Marijuana,BUSINESS,"Positions on the efficacy of medical marijuana vary, but thousands of patients suffering from cancer, AIDS, and other diseases",2012-08-25,0.3,0.0,0.1875,-0.0625
6390,"Francois Hollande: In Greek Crisis, 'There's No Time To Lose'",BUSINESS,"""Some are betting that Greece will not make it. I am here to assure the French president that Greece is determined to make",2012-08-25,0.0,0.0,0.0,0.0
6391,"As Convention Looms, A Look At What's Working In Tampa",BUSINESS,"This article was published by our partner, the Tampa Bay Times, as part of their coverage of what's working in the local",2012-08-25,0.0,0.0,0.0,0.0
6392,Kid's Allowance Is $780 Per Year On Average: Survey,MONEY,"Unfortunately, most of the money kids earn is spent on buying toys or hanging out with friends, leaving little money leftover",2012-08-24,0.39999999999999997,-0.15,0.3666666666666667,0.07083333333333335
6393,Lottery Tickets Sales Hitting Record Numbers,MONEY,"While it's possible to make the argument that there are worse ways to waste your money than playing the lottery, there's",2012-08-24,0.0,0.0,0.5333333333333333,-0.20000000000000004
6394,The Ethical Investor: 20 Ways Wall Street Is Ripping You Off,MONEY,This is the first in a new series on personal finance. Each Friday morning I will be exploring ways for you to become better investors. We begin with the first installment that is a list of the 20 ways Wall Street is ripping off small investors like yourself.,2012-08-24,0.6,0.2,0.38686868686868686,0.1477272727272727
6395,"Kristen Ruggiero, Rhode Island Waitress, Receives 1,000-Percent Tip",MONEY,The strangers at Ruggiero's table owed $42 for their pizza. A generous 20-percent tip would have left Ruggiero with $8. Check,2012-08-24,0.0,0.0,0.0,0.0
6396,Target Cheaper Than Walmart In August: Bloomberg,MONEY,Prices may also play a bigger role in determining where Americans shop as people continue to deal with the financial consequences,2012-08-24,0.0,0.0,0.25,0.0
6397,"Below the Fold: Credit Card Robo-Signers, Bogus Debt and Comcast Blocks a Site?",MONEY,"According to the New York Times, the debt collection industry has been a heavy user of ""robo-signed"" affidavits. Remember the robo-signing debacle with mortgages?",2012-08-23,0.0,0.0,0.4772727272727273,-0.03181818181818183
6398,"Linda Aldred, Grandmother Of British Olympian, Wins Long-Shot Bet, But Bookies Refuse To Pay",MONEY,"The 66-year-old widow placed the £5 bet (about $8) in honor of her late husband Eric, a man who ""loved a bet,"" according",2012-08-23,0.1,0.15,0.8000000000000002,0.3
6399,FTC Wins Judgment Against Get-Rich-Quick Informercial Scammers,MONEY,But the FTC said the people behind that system and two others made false and unsubstantiated claims about how much money,2012-08-23,0.2,0.3,0.49999999999999994,-0.20000000000000004
6400,Hurricane Season and Insurance Coverage: Questions & Answers,MONEY,"Tropical weather is heating up! Now that we are in the thick of hurricane season, you may be wondering about disaster insurance: if the worst happens, am I covered?",2012-08-23,0.0,0.0,0.7375,-0.65
6401,Are Credit Card Rewards Really Worth It?,MONEY,"With issuers dangling bonuses like $100 cash back just for signing up, it can be easy to lose sight of exactly how rewarding",2012-08-23,0.1,0.3,0.5208333333333334,0.29583333333333334
6402,American Express Ranks Highest In Consumer Satisfaction Survey,MONEY,"However, even the beloved American Express has some potential black marks on its customer service record. As the Huffington",2012-08-23,0.0,0.0,0.6083333333333334,0.13333333333333333
6403,10 Things You Should Never Pay For,MONEY,Is the era of free stuff coming to an end? Many signs would point to yes. Banks continue to slap on fees for what most considered,2012-08-23,0.0,0.0,0.6,0.4666666666666666
6404,The Biking vs. Driving Calculator,MONEY,"For longer trips (such as the 8-1/2 mile jaunt into downtown Portland), I've been using my bike. Portland has one of the country's best biking cultures, so this is easy to do. And fun. And it's cost effective. How cost effective? That's the real question, isn't it?",2012-08-22,0.0,0.0,0.5333333333333333,0.4476190476190477
6405,The 10 Best Looking Cars Of All Time,MONEY,"Dreaming of these beauts or something similar? They’re not a purchase to make lightly even if you have the cash, as Money",2012-08-22,0.3,1.0,0.55,0.2
6406,PayPal Payment Cards Extend Service's Reach Beyond The Web,MONEY,"By Alistair Barr The new cards will have a Discover Issuer Identification Number, or IIN, a code that identifies the card",2012-08-22,0.0,0.0,0.45454545454545453,0.13636363636363635
6407,"Zombie Bank Account: $888,888 Withdrawn From Dead Man Richard Palmer's Account",MONEY,"But a month later the account sprang back to life, becoming what is known as a zombie account. And it's still not dead. What",2012-08-22,0.4,-0.2,0.3125,0.1375
6408,The Banks Are Dictating the Housing Market,MONEY,We have buyers and sellers who cannot come together on a sales price due to a third party interfering with the market value. The results are a shifting population and a creation of a heretofore unknown predicament for the middle class.,2012-08-22,0.0,0.0,0.24375,-0.05625
6409,Why I Do Business With Big Banks,MONEY,"Okay, I've admitted it: I bank with a big, money-center bank. Specifically, Bank of America. It's not the sole institution",2012-08-22,0.1,0.0,0.2833333333333333,0.16666666666666666
6410,How To Look Expensive For Less,MONEY,"We can't all afford to have an army of pros perfecting our hair, nails and makeup before we leave the house--which is why",2012-08-22,0.3833333333333333,-0.3333333333333333,0.0,0.0
6411,4 Ways to Protect Your Child From Identity Theft,MONEY,"Imagine this: Your teenager applies for her first credit card or student loan -- and she's denied. Turns out, her identity was stolen years ago, and she's thousands of dollars in debt. Child identity theft is more common than you think.",2012-08-22,0.0,0.0,0.4444444444444444,0.15
6412,Some Presidential Words on Federal Income Taxes,MONEY,Income taxes are such a pervasive and everyday part of our financial lives -- and such a central issue in presidential campaigns -- that they seem to have been around forever. They have not. Their debut is relatively recent.,2012-08-22,0.0,0.0,0.35000000000000003,-0.03333333333333333
6413,Real Confessions of Debt Collectors,MONEY,We spoke with four people about their experiences as debt collectors and what consumers should know when they get on the phone with them.,2012-08-21,0.30000000000000004,0.2,0.0,0.0
6414,"Sharing Is Caring, But Could It Also Make You Money?",MONEY,Greed got us into our economic and environmental crises; sharing might just get us out of them.,2012-08-21,0.0,0.0,0.2,0.2
6415,What Bills You Should Pay First,MONEY,Can't keep up with your bills? On average we receive eight to 10 statements per month. Paying them all in a timely manner,2012-08-21,0.3333333333333333,0.25,0.39999999999999997,-0.15
6416,Rich People Give A Smaller Share Of Their Income To Charity Than Middle-Class Americans Do,MONEY,The rich are not redistributing that money back to society. Total tax rates are roughly flat in effect across income levels,2012-08-21,0.625,0.1875,0.40625,0.0875
6417,Retirement Planning Explained In Beer,MONEY,"Yes, sometimes the topic of personal finance is a bit dry. But personal finance explained in beer? Now we're talking. Read",2012-08-21,0.0,0.0,0.39999999999999997,-0.022222222222222216
6418,Iowa Lottery Mystery May Be Solved By Surveillance Video,MONEY,"""I don't recall the quality of [the video] being excessively great,"" Patrick Townsend, a special agent with the Iowa Department",2012-08-21,0.0,0.0,0.6607142857142857,0.5785714285714286
6419,'Best Butt' Discount: Customer Finds Bizarre Deductions On Fast Food Receipt (PHOTO),MONEY,"In January, a New York City Papa Johns customer got more than she ordered, when her receipt came back with ""lady chinky eyes",2012-08-21,0.5,0.5333333333333333,0.3181818181818182,0.21212121212121213
6420,High-Paying Jobs That Will Surprise You,MONEY,"LearnVest: We found high-stress positions, like those of air-traffic controllers (they can make as much as $140,000 per year",2012-08-21,0.0,0.0,0.2,0.2
6421,One In Five Americans Can't Afford Food: Report,MONEY,"Americans in southern states were the most likely to have a hard time buying groceries, while residents of the Mountain Plains",2012-08-21,0.0,0.0,0.5104166666666666,0.05208333333333333
6422,Facebook: Great Social Platform... Bad Investment,MONEY,"So while Facebook was once a great social media platform, both individual and corporate users are calling to question its relevance and the return on investment from using this platform.",2012-08-21,0.49444444444444446,0.04444444444444451,0.3041666666666667,0.20833333333333334
6423,Bank Fees Survey Mid-2012: Checking and ATM Costs Jump Again,MONEY,"Nearly any way you slice it, checking accounts became a little more expensive in the first half of 2012. However, the results also indicate that consumers still have several options for combating these costs.",2012-08-20,0.0,0.0,0.3714285714285714,-0.0005952380952380971
6424,6 Things Cheaper Than The Cost Of Child Care,MONEY,"Last year, the average cost of infant care was higher than $10,000 per year in 19 states and Washington, D.C. Infant care",2012-08-20,0.0,0.0,0.3222222222222222,0.03333333333333333
6425,"Summer Work Clothes: Employees Bare Cleavage, Legs At The Office",MONEY,Attention office workers: You may want to leave your sheer tank tops at home. (Hat tip: the Los Angeles Times.) Casual Fridays,2012-08-20,0.1,0.05,0.8083333333333333,-0.25000000000000006
6426,Bank of America To Keep 'Zombie' Checking Accounts Closed In Policy Shift,MONEY,"As The Huffington Post reported earlier, the reopening of an old account can be unexpected at best and costly when overdraft",2012-08-20,0.1,-0.1,0.5,0.3
6427,Marriage Counselors: 10 Things They Don't Want You To Know,MONEY,"RELATED: 10 Things Divorce Attorneys Won’t Say State-licensed psychologists, psychiatrists, mental health counselors and",2012-08-20,0.0,0.0,0.30000000000000004,-0.05
6428,Canada $100 Bill Controversy: Bank Of Canada Apologizes After Accusations Of Racism,MONEY,"* Picture of Asian woman on banknote removed after complaints * Bank of Canada makes rare apology, first since 2003 Carney",2012-08-20,0.0,0.0,0.41111111111111115,0.18333333333333335
6429,"Divorce Too Expensive For Poorest Americans, New Study Says",MONEY,"While there are some financial benefits to long-term separation, there are also risks in remaining legally married, such",2012-08-20,0.5772727272727273,-0.18181818181818182,0.25,0.08333333333333333
6430,T-Mobile Accused Of Billing Darrel Dalziel For Several Months After His Death (VIDEO),MONEY,"Three days after Darrel Dalziel died in late February, his son, Lew Channel, called T-Mobile to cancel his father's cellphone",2012-08-20,0.0,0.0,0.6,-0.3
6431,"Defense Workers To Congress: Solve The Problem, Stop The Automatic Cuts",BUSINESS,"With two teenagers at home, Larkin is worrying about how he will pay for college tuition if the cuts come. He's recruiting",2012-08-19,0.0,0.0,0.0,0.0
6432,"Paul Ryan, Fiscal Hawk, Broke With Mitt Romney To Support Auto Bailout",BUSINESS,Ryan's federal budget proposal would scale back federal Pell Grants for college tuition -- a move that would hit Blackhawk,2012-08-19,0.0,0.0,0.0,0.0
6433,Paul Ryan Would Likely See Healthy Tax Cut Under His Tax Plan,BUSINESS,"Ryan's tax plan as written, of course, is at a significant distance away from reality. Such a drastic restructuring would",2012-08-19,0.75,0.25,0.6875,0.1875
6434,Shane Smith & Eddy Moretti Talk Youth Unemployment On HuffPost Live (VIDEO),BUSINESS,HuffPost Live president & co-creator Roy Sekoff was joined by VICE founder & CEO Shane Smith and Chief Creative Officer Eddy,2012-08-18,0.5,0.13636363636363635,0.75,0.3181818181818182
6435,Nearly Half Of Corn Devoted To Fuel Production Despite Historic Drought,BUSINESS,"Still, the drought lays bare the folly of trying to expand an industry where the economic fundamentals don’t make much sense",2012-08-18,0.08333333333333333,-0.08333333333333333,0.16666666666666666,0.15
6436,"Deutsche Bank Probed Over Alleged Ties To Iran, Sudan",BUSINESS,Authorities have said in the past other foreign banks are under investigation. The report of the Deutsche Bank probe came,2012-08-18,0.1,-0.1,0.25,-0.16666666666666666
6437,Youth Unemployment: Is It The Bad Economy Or Inability To Overcome Adversity?,BUSINESS,"I wonder if young people understand how to deal with adversity. If young people have been sheltered from overcoming failure, they may not understand that adversity ultimately leads to opportunity.",2012-08-18,0.6666666666666666,-0.6999999999999998,0.525,-0.029166666666666674
6438,America's Oldest Brands: 24/7 Wall St.,BUSINESS,"Consumers, it seems, are always after the shiny new product. For some industries, the latest version is always the most popular",2012-08-18,0.0,0.0,0.6886363636363636,0.4340909090909091
6439,"Michael Prozer, 'Millionaire Matchmaker' Client, Sentenced To Prison After Lying About His Wealth (VIDEO)",MONEY,"That's the case of Michael Prozer, a one-time star on Bravo's ""Millionaire Matchmaker"" who pleaded guilty in federal court",2012-08-17,0.0,0.0,1.0,-0.5
6440,Powerball Lottery: Sole Michigan Winner Yet To Come Forward,MONEY,"The winner had not come forward by Thursday evening to claim the third-largest winner's share ever for a U.S. lottery, which",2012-08-17,0.25,0.0,0.0,0.0
6441,The 10 Best and Worst States for Credit Conditions,MONEY,"People are out of work, deeply in debt, and having their homes foreclosed. It's a grim picture. However, that is not an accurate picture of the whole country. The fact is that credit conditions vary radically from state to state.",2012-08-17,0.65,0.0,0.6083333333333333,-0.09999999999999996
6442,"When Working With a Creditor, Get All the Facts",MONEY,"Instead of calling the creditor and dealing with the embarrassment and frustration of trying to work out a payment plan, start with a smaller goal in mind: Call each creditor that you're trying to work with and ask for a payment history.",2012-08-16,0.0,0.0,0.5,0.0
6443,The Luck Of The Draw Will Fail You,MONEY,"The lottery is ruining your life. Whether you buy lottery tickets once a day or once a year, the lottery is destroying you because it is insidiously convincing you that the only way you can succeed in life is through luck instead of skill.",2012-08-16,0.29999999999999993,-0.5,0.6666666666666666,0.09999999999999999
6444,How To Get What You Want From Customer Service,MONEY,"1. Anytime you have to call customer service because of a grievance (airlines, electronics, utilities, ESPECIALLY for health",2012-08-16,0.0,0.0,1.0,0.0
6445,Getting A Raise: Why It's Not Happening,MONEY,"Didn’t get a raise this year? Blame inflation. To be sure, employees are better off than they would be if prices started",2012-08-16,0.0,0.0,0.6944444444444444,0.5
6446,Powerball Lottery Jackpot: Does It Pay To Buy Into The Frenzy?,MONEY,What do you think? Does it pay to buy a lottery ticket? This week's $337 million Powerball jackpot -- the fourth-largest,2012-08-16,0.0,0.0,0.0,0.0
6447,"‘Snowball' Debt Method Is Fastest Way To Pay Off Your Bills, Research Shows",MONEY,"Personal finance experts like author Dave Ramsey promote the snowball method, which is based on the idea that by starting",2012-08-16,0.0,0.0,0.2,0.0
6448,"Mobile Payments On The Rise, Helping Consumers Feel Less Pain From Spending",MONEY,"There is not much academic research on mobile payments and consumer behavior, since the technology is still only a few years",2012-08-15,0.06666666666666667,-0.16666666666666666,0.3666666666666667,-0.06666666666666667
6449,Is Franchise Ownership Right for You? Here's What You Should Know,MONEY,"If you have the drive to be an entrepreneur, but have concerns about going out on your own, you may want to consider a franchise business.",2012-08-15,0.5357142857142857,0.2857142857142857,1.0,0.6
6450,Pet Ownership Down In U.S. Since Recession,MONEY,"The U.S. population of dogs, cats, pet birds, and horses has plunged. There now are 3 percent fewer dogs, 9 percent fewer",2012-08-15,0.2888888888888889,-0.15555555555555559,0.0,0.0
6451,Playing Poker With the Fed,MONEY,"The Fed is like a poker player who has been dealt a weak hand. It's easy to criticize a losing player, but when one looks at the cards, it's hard to say exactly what should be done differently.",2012-08-15,0.0,0.0,0.5700000000000001,0.0033333333333333327
6452,What Warren Buffett Can Teach Us About Personal Finances,MONEY,"Warren Buffet is one of the world's wealthiest men, but spends like a struggling middle class professional. Although we can't all be worth billions, we can all learn from his example of spending less than he earns.",2012-08-15,0.3,0.0,0.06666666666666667,0.05833333333333334
6453,5 Credit Cards Facts You Didn't Know About,MONEY,"The credit card industry can be tricky and the lack of financial literacy can create a financial nightmare. There's always the ""fine print"" details that most consumers overlook.  How many of these were you aware of?",2012-08-15,0.0,0.0,0.2916666666666667,0.2777777777777778
6454,"Juan Manuel Sanchez Gordillo, Spain's 'Robin Hood' Mayor, Robs Supermarkets, Gives Groceries To Poor",MONEY,"""You can't be Robin Hood and the Sheriff of Nottingham,"" said Alfonso Alonso, spokesman for the ruling People's Party (PP",2012-08-15,0.6,-0.4,0.0,0.0
6455,"Steve Boggan, British Writer, Follows $10 Bill Across America",MONEY,"As he wrote in the Daily Mail: The writer followed the bill, one of 1.6 billion in circulation with Alexander Hamilton's",2012-08-15,0.0,0.0,0.0,0.0
6456,5 People Identity Thieves Target,MONEY,Identity thieves are eager to make you one of the nearly 9 million people in the U.S. whose identities are stolen each year,2012-08-15,0.0,0.0,0.4,0.1
6457,Valuing Families and Our Nation's Future: The Joys and Economic Penalties of Parenting,MONEY,"While families must recommit themselves to stricter economic discipline and prioritize saving over spending on ""wants,"" families cannot do it alone. Investing in children should be a national priority.",2012-08-14,0.1625,0.1,0.15000000000000002,0.2
6458,Win Without Losing... Money,MONEY,Managing my wealth this way allowed me to achieve financial independence at the age of 34 as well as avoid the market crashes of 2008 and 2009.,2012-08-14,0.4,0.8,0.0,0.0
6459,20 Ways To Save On Food,MONEY,More than a third (36 percent) of respondents expect higher food prices because of it. Here’s how they plan to avoid a bigger,2012-08-14,0.0,0.0,0.375,0.1875
6460,"It's a Marathon, Not a Sprint: Staying Motivated in Your Job Search",MONEY,"The job search is a marathon with many different routes and many different finish lines. No one says it's easy, but no one says it has to be difficult. So brace yourself for the experience and make the best of it.",2012-08-14,0.0,0.0,0.619047619047619,0.2761904761904762
6461,Fifty Ways to Save Money -- Now,MONEY,"I feel like I've been finessing the art of spending less money without crossing the line into insane-cheapo-lady for, well, my entire existence. Like everything in life, it's both an art and a science.",2012-08-14,0.0,0.0,0.3458333333333333,-0.08333333333333333
6462,College Tuition: 5 States Where Costs Are Rising,MONEY,RELATED: The Jobless Class of 2012 RELATED: College: Best Investment or Big Risk? RELATED: Strange New Ways to Pay for College,2012-08-14,0.0,0.0,0.31493506493506496,0.1551948051948052
6463,"Checking Accounts Get More Expensive, Survey Shows",MONEY,"“This is the most comprehensive rising fee trend we’ve seen in one of our checking account surveys,"" said Richard Barrington",2012-08-14,0.6,0.0,0.5,0.5
6464,Getting A Raise: The Best And Worst Cities For Earning A Pay Bump,MONEY,Think you deserve a higher salary? You're not alone. Salaried workers (those not eligible for overtime pay) received an average,2012-08-14,0.65,0.0,0.44999999999999996,0.05
6465,The Program That's Getting Veterans Into Homes,MONEY,"To be sure, VA loans aren't the best fit for every military borrower. Veterans with sterling credit and enough cash to cover a healthy down payment might want to seek conventional financing. But that's far from the norm for most service members and their families.",2012-08-14,0.0,0.0,0.48349206349206353,0.26015873015873014
6466,"Madeleine Otto, 99, Denied Credit Card Because Of Age",MONEY,"Otto was reportedly buying shoes for her 100th birthday celebration on Oct. 18, and it was the store that offered her the",2012-08-13,0.0,0.0,0.0,0.0
6467,Unhappy With Your Family's Gift-Giving Culture? So Do Something About It Already!,MONEY,Do you spend the month of December annoyed and stressed out because your family's gift-giving expectations are out of control? Please take comfort in knowing that you are not alone.,2012-08-13,0.9,-0.75,0.8,-0.4
6468,"Bellingham Costco Overwhelmed By Canadians Buying Cheap Milk, Customers Request American-Only Hours (VIDEO, PHOTO)",MONEY,"That's a right some residents in Bellingham, Wash., are lobbying for after droves of Canadians began flooding the Costco",2012-08-13,0.7,0.4,0.5357142857142857,0.2857142857142857
6469,"Houses Of Worship Accept Plastic, Too",MONEY,"For anyone who spends time pondering the cost of keeping the lights on and the staff paid at their houses of worship, the",2012-08-13,0.0,0.0,0.0,0.0
6470,"Ethanol Production Slows From Drought, Pushes Gas Prices Higher",MONEY,Benchmark December corn futures at the Chicago Board of Trade are up 60 percent since mid-June. (Reporting By Steven C. Johnson,2012-08-13,0.5,0.25,0.0,0.0
6471,George Soros To Marry Tamiko Bolton: Billionaire To Wed For Third Time Aged 82,BUSINESS,"Soros, who is an active contributor to politically liberal causes and frequently speaks on world economic events, converted",2012-08-12,0.2,-0.05,0.3,0.04166666666666667
6472,10 Cities Where Workers Have Big Cursing Problems: Report,BUSINESS,But those who like to swear as much as our esteemed Treasury Secretary better be careful. The survey also found that most,2012-08-12,0.1,0.0,0.55,0.275
6473,Paul Ryan's Budget Proposals Have Drawn Much Criticism From Liberal Economists,BUSINESS,"Matt Miller, a senior fellow at the Center for American Progress, was also critical of the Roadmap in 2010, and wrote in",2012-08-12,0.2,0.2,0.3,-0.03333333333333333
6474,Swiss Banks Sweat As U.S. Mulls Punishment For Tax Evasion Problem,BUSINESS,"Adding to the agony, several key U.S. officials plan to step down, which could mean negotiations having to be reset. Another",2012-08-12,0.0,0.0,0.49409722222222224,-0.11701388888888889
6475,America's Most Affordable Housing Markets: 24/7 Wall St.,BUSINESS,The housing crash that began in late 2006 resulted in trillions of dollars in lost wealth and millions of families owing,2012-08-12,0.5,0.5,0.6,-0.3
6476,France's 75% Millionaires Tax and America's Insidiously Crafted Two Tiered Law Enforcement,BUSINESS,"If the rule of law is not applied equally, whereby a teenager harboring a pack of marijuana gets jail time while executives who cashed in millions pedaling fraudulent financial instruments remain untrammeled, the very edifice of America begins to crumble.",2012-08-12,0.0,0.0,0.1375,0.025
6477,Rhode Island Struggles With Enormous Pension Problem: 'The Titanic Is Going Down',BUSINESS,"""And when you've got individual small employers trying to navigate investment markets and taking on all of the actuarial",2012-08-12,0.5944444444444444,-0.07777777777777779,0.4,-0.125
6478,"It's Criminal, not Ethical",BUSINESS,If we presume to be a society living under the 'rule of law' then we need our laws to be consistent and enforced uniformly. We need to strip corporate leaders of any 'shield' to their responsibility to follow both the letter and the intent of the law.,2012-08-12,0.575,-0.25,0.125,0.125
6479,From Safety Net To Springboard,BUSINESS,This used to be what it meant to be American.  This used to be the way we kept our promise of economic progress and social mobility.  Has it really been so long that we've forgotten how to do that? Are we so determined to be myopic that we leave a skills gap to another generation?,2012-08-12,0.0,0.0,0.17333333333333334,0.07666666666666667
6480,Sacramento Area Officials Explore Using Eminent Domain To Aid Underwater Homeowners,BUSINESS,Sacramento and Elk Grove officials are exploring a controversial plan to use their powers of eminent domain to seize underwater,2012-08-11,0.0,0.0,0.95,0.55
6481,"Olympic Excellence Only Occurs With Teamwork, Flexibility And Gut Instinct",BUSINESS,The Olympic Games are unparalleled in their ability to break down barriers. Here are four ways that athletes follow an entrepreneurial path to achieve greatness.,2012-08-11,1.0,0.0,0.2888888888888889,-0.15555555555555559
6482,11 Brand Names That Sound Hilarious In A Different Language,BUSINESS,Any company pushing overseas struggles with new demands and cultures. But the most annoying obstacle may be that pesky language,2012-08-11,0.6666666666666666,0.3,0.6181818181818182,-0.054545454545454564
6483,"Justin Peterson, 12, Fined For Fundraising Efforts",MONEY,"As for Peterson, who has helped send more than three dozen veterans to the nation's capital by selling hamburgers, holding",2012-08-10,0.0,0.0,0.5,0.5
6484,How Consumers Can Avoid Hurting Their Credit Score: Dos and Don'ts,MONEY,"Whether you want to buy a new car or rent an apartment, your credit score can help lenders determine how attractive you are as a borrower. The problem is, many of us don't know how our credit scores are calculated or how we may be damaging them.",2012-08-10,0.0,0.0,0.6515151515151515,0.4787878787878788
6485,Why It's Important to Conduct a Mid-Year Tax Review Now,MONEY,"Summertime means beach, barbeques and much needed vacation time. Probably the last thing on your mind is your taxes. Yet this is the perfect time to review your tax situation.",2012-08-10,1.0,0.4,0.4222222222222222,0.39999999999999997
6486,Back-To-School Shopping: Free Haircuts And Other Deals,MONEY,"With the new school year right around the corner, many families can expect to shell out hundreds of dollars on new school",2012-08-10,0.5875,0.1375,0.4862012987012987,0.26461038961038963
6487,Supermarkets Try Customizing Prices For Shoppers,MONEY,"It used to be that with dedication and a good pair of scissors, one grocery shopper could get the same coupons -- and cheap",2012-08-10,0.0,0.0,0.47500000000000003,0.3666666666666667
6488,10 Luxury Cars That Are Most Likely To Be Stolen,MONEY,"Recently, over a dozen stolen high-end cars were discovered in shipping containers at a port in Los Angeles. The cars, which",2012-08-10,0.75,0.25,0.25,0.0
6489,How to Ease the Stress and Money of Back-to-School,MONEY,"A new school year is beginning, and while kids are heading back to reading, writing and arithmetic, parents are stressing about time and money.",2012-08-10,0.0,0.0,0.22727272727272727,0.06818181818181818
